DATE,Ward Code,Areas,Latitude,Longitude,Rainfall_mm,Nearest Station,Discharge_m3s,Elevation,Land Use Classes,Population,Flood-risk_level,Flood_occured,Monitoring_required,Road Density_m,Runoff equivalent,Soil Wetness Index,Rainfall_Intensity_mm_hr,Rainfall Days Count,Longest rainfall _days,Distance_to_water_m,Soil Type,Built_up%,True_nearest_distance_m,Drainage_line_id,Drainage_properties,true_conditions_count
08-06-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,1.25,16,"commercial, mixed_use",185000,Moderate,Yes,Yes,17.36,0,0.454165,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",0
09-06-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,1.28125,16,"commercial, mixed_use",185000,Moderate,Yes,Yes,17.36,0.09727478,0.454564,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",0
10-06-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,1.4375,16,"commercial, mixed_use",185000,Moderate,Yes,Yes,17.36,0.875473,0.459182,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",1
11-06-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,1.8125,16,"commercial, mixed_use",185000,Moderate,Yes,Yes,17.36,1.8482208,0.459813,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",1
12-06-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,1.75,16,"commercial, mixed_use",185000,Moderate,Yes,Yes,17.36,0.683136,0.45972,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",0
13-06-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,2.078125,16,"commercial, mixed_use",185000,Moderate,Yes,Yes,17.36,1.980957,0.462599,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",1
14-06-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,2.515625,16,"commercial, mixed_use",185000,Moderate,Yes,Yes,17.36,2.6338425,0.468195,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",1
15-06-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,2.546875,16,"commercial, mixed_use",185000,Moderate,Yes,Yes,17.36,1.9941864,0.471693,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",1
16-06-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,2.328125,16,"commercial, mixed_use",185000,Moderate,Yes,Yes,17.36,1.4689941,0.470208,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",1
17-06-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,2.359375,16,"commercial, mixed_use",185000,Moderate,Yes,Yes,17.36,1.5993347,0.469128,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",1
18-06-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,2.265625,16,"commercial, mixed_use",185000,Moderate,Yes,Yes,17.36,1.6002502,0.469342,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",1
19-06-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,2.140625,16,"commercial, mixed_use",185000,Moderate,Yes,Yes,17.36,1.1470947,0.471983,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",1
20-06-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,1.859375,16,"commercial, mixed_use",185000,Moderate,Yes,Yes,17.36,0.4657898,0.471928,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",0
21-06-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,1.875,16,"commercial, mixed_use",185000,Moderate,Yes,Yes,17.36,1.0796127,0.475447,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",1
22-06-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,1.6875,16,"commercial, mixed_use",185000,Moderate,Yes,Yes,17.36,0.39848328,0.475507,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",0
23-06-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,1.578125,16,"commercial, mixed_use",185000,Moderate,Yes,Yes,17.36,0.3314972,0.475406,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",0
24-06-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,84.2741,Arabian Sea ,2.171875,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,2.2886353,0.479408,3.511421,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
25-06-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,4.6875,16,"commercial, mixed_use",185000,Moderate,Yes,Yes,17.36,7.542053,0.512824,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",1
26-06-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,83.7106,Arabian Sea ,5.96875,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,8.18396,0.552077,3.487942,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
27-06-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,6.8125,16,"commercial, mixed_use",185000,Moderate,Yes,Yes,17.36,9.49794,0.596037,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",1
28-06-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,83.7106,Arabian Sea ,12.0625,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,20.641403,0.688973,3.487942,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
29-06-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,167.4212,Arabian Sea ,18.25,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,31.401154,0.798187,6.975883,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
30-06-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,41.8553,Arabian Sea ,14.375,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,19.679596,0.853204,1.743971,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
01-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,102.62027,Arabian Sea ,16.92188,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,26.477318,0.885755,4.275845,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
02-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,13.59375,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,18.692734,0.905334,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
03-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,9.828125,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,11.242294,0.914246,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
04-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,102.62027,Arabian Sea ,8.078125,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,9.86171,0.91739,4.275845,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
05-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,102.62027,Arabian Sea ,7.78125,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,10.313812,0.922159,4.275845,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
06-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,9.671875,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,14.380455,0.928585,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
07-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,120.61743,Arabian Sea ,22.79688,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,42.85829,0.934923,5.025726,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
08-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,20.51563,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,30.479462,0.938852,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
09-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,10.67188,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,8.976898,0.932721,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
10-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,6.578125,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,5.435501,0.922337,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
11-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,4.875,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,4.24704,0.914939,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
12-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,53.67487,Arabian Sea ,4.09375,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,3.780136,0.909132,2.236453,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
13-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,4.40625,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,5.717499,0.906659,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
14-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,107.34974,Arabian Sea ,6.0625,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,9.67926,0.910446,4.472906,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
15-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,7.015625,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,10.02803,0.914696,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
16-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,5.21875,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,4.85376,0.910398,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
17-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,5.203125,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,6.3651733,0.909195,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
18-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,8.15625,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,13.980789,0.919591,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
19-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,339.2673,Arabian Sea ,12.34375,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,20.947952,0.928823,14.13614,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
20-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,13.45313,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,21.168274,0.934382,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
21-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,10.09375,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,11.894379,0.937486,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
22-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,104.92456,Arabian Sea ,15.73438,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,27.812256,0.938378,4.371857,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
23-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,14.84375,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,21.77536,0.941354,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
24-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,16.3125,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,27.23027,0.942772,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
25-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,157.38686,Arabian Sea ,13.29688,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,17.796722,0.942672,6.557786,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
26-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,143.63202,Arabian Sea ,14.17188,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,22.756454,0.94344,5.984668,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
27-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,215.44803,Arabian Sea ,22.57813,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,40.63336,0.944839,8.977001,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
28-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,17.15625,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,23.195648,0.945111,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
29-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,13.40625,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,17.278091,0.945414,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
30-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,9.5,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,10.227524,0.940734,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
31-07-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,8.296875,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,10.389984,0.935331,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
01-08-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,7.671875,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,9.879395,0.931162,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
02-08-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,7.9793267,Arabian Sea ,6.59375,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,7.5625153,0.92489,0.332472,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
03-08-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,6.046875,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,7.5013123,0.921259,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
04-08-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,5.296875,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,5.9032135,0.91348,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
05-08-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,4.671875,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,4.969757,0.907747,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
06-08-2023 00:00,Ward A,Regal Circle,18.9225,72.8312,0,Arabian Sea ,4.03125,16,"commercial, mixed_use",185000,High,Yes,Yes,17.36,4.016739,0.90178,0,28,5,9,Urban,90,1872.23,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
